PROJECT_ID,COHORTTRM_DESC,CH_ENRLTYPE,CHRTTYPE,CRSLOAD,GRAD_YRS,BESTMATH,BESTENGL,BESTCOMP,HS_ACAD_AVG,HS_OVERALL_AVG,AGE_MONTHS,GENDER,FOREIGN,COUNTRY_DESC,LA_RESIDENT,HOMEZIPCODE,EXP_FAM_CONTRIB,INCOME,FIRST_GEN_FLAG,PELL,TOPS,ATHLETE,GREEK_ENTRY,VETERAN_STATUS,HS_TOP_10,HS_TOP_25,HS_TOP_50,HS_BOTTOM_25,HS_BOTTOM_50,CH_CURRICULUM_1,CH_COLLEGE_1,CH_CURRIC_COLLEGE,YR1_FALL_ON_CAMPUS,YR1_SPRING_ON_CAMPUS,YR2_FALL_ON_CAMPUS,YR2_SPRING_ON_CAMPUS,YR3_FALL_ON_CAMPUS,YR3_SPRING_ON_CAMPUS,YR4_FALL_ON_CAMPUS,YR4_SPRING_ON_CAMPUS,YR5_FALL_ON_CAMPUS,YR5_SPRING_ON_CAMPUS,YR6_FALL_ON_CAMPUS,YR6_SPRING_ON_CAMPUS,YR7_FALL_ON_CAMPUS,YR7_SPRING_ON_CAMPUS,YR8_FALL_ON_CAMPUS,YR8_SPRING_ON_CAMPUS,YR1_FALL_SEM_GPA,YR1_SPRING_SEM_GPA,YR2_FALL_SEM_GPA,YR2_SPRING_SEM_GPA,YR3_FALL_SEM_GPA,YR3_SPRING_SEM_GPA,YR4_FALL_SEM_GPA,YR4_SPRING_SEM_GPA,YR5_FALL_SEM_GPA,YR5_SPRING_SEM_GPA,YR6_FALL_SEM_GPA,YR6_SPRING_SEM_GPA,YR7_FALL_SEM_GPA,YR7_SPRING_SEM_GPA,YR8_FALL_SEM_GPA,YR8_SPRING_SEM_GPA,YR1_FALL_LSU_GPA,YR1_SPRING_LSU_GPA,YR2_FALL_LSU_GPA,YR2_SPRING_LSU_GPA,YR3_FALL_LSU_GPA,YR3_SPRING_LSU_GPA,YR4_FALL_LSU_GPA,YR4_SPRING_LSU_GPA,YR5_FALL_LSU_GPA,YR5_SPRING_LSU_GPA,YR6_FALL_LSU_GPA,YR6_SPRING_LSU_GPA,YR7_FALL_LSU_GPA,YR7_SPRING_LSU_GPA,YR8_FALL_LSU_GPA,YR8_SPRING_LSU_GPA,YR1_FALL_CUM_GPA,YR1_SPRING_CUM_GPA,YR2_FALL_CUM_GPA,YR2_SPRING_CUM_GPA,YR3_FALL_CUM_GPA,YR3_SPRING_CUM_GPA,YR4_FALL_CUM_GPA,YR4_SPRING_CUM_GPA,YR5_FALL_CUM_GPA,YR5_SPRING_CUM_GPA,YR6_FALL_CUM_GPA,YR6_SPRING_CUM_GPA,YR7_FALL_CUM_GPA,YR7_SPRING_CUM_GPA,YR8_FALL_CUM_GPA,YR8_SPRING_CUM_GPA,YR1_FALL_CUM_HRS_CARR,YR1_SPRING_CUM_HRS_CARR,YR2_FALL_CUM_HRS_CARR,YR2_SPRING_CUM_HRS_CARR,YR3_FALL_CUM_HRS_CARR,YR3_SPRING_CUM_HRS_CARR,YR4_FALL_CUM_HRS_CARR,YR4_SPRING_CUM_HRS_CARR,YR5_FALL_CUM_HRS_CARR,YR5_SPRING_CUM_HRS_CARR,YR6_FALL_CUM_HRS_CARR,YR6_SPRING_CUM_HRS_CARR,YR7_FALL_CUM_HRS_CARR,YR7_SPRING_CUM_HRS_CARR,YR8_FALL_CUM_HRS_CARR,YR8_SPRING_CUM_HRS_CARR,YR1_FALL_CUM_HRS_EARN,YR1_SPRING_CUM_HRS_EARN,YR2_FALL_CUM_HRS_EARN,YR2_SPRING_CUM_HRS_EARN,YR3_FALL_CUM_HRS_EARN,YR3_SPRING_CUM_HRS_EARN,YR4_FALL_CUM_HRS_EARN,YR4_SPRING_CUM_HRS_EARN,YR5_FALL_CUM_HRS_EARN,YR5_SPRING_CUM_HRS_EARN,YR6_FALL_CUM_HRS_EARN,YR6_SPRING_CUM_HRS_EARN,YR7_FALL_CUM_HRS_EARN,YR7_SPRING_CUM_HRS_EARN,YR8_FALL_CUM_HRS_EARN,YR8_SPRING_CUM_HRS_EARN,AC_ACT1,AC_ACT2,AC_ACT3,AC_ACT4,AC_ACT5,AC_ACT6,AC_ACT7,AC_ACT8,AC_ACT9,AC_ACT10,AC_ACT11,AC_ACT12,AC_ACT13,AC_ACT14,AC_ACT15,AC_ACT16,SLATE_HS_TYPE
1233190,Fall 2022,Campus,F,Full-time,,33.0,29.0,19.0,3.7,,240,F,,United States,1.0,70774,420760.0,96316.0,N,0,0,,0,N,,,1.0,,,ANMLS,AGRI,AGRI,Y,,,,,,,,,,,,,,,,3.66,4.14,2.443,3.513,2.75,3.189,1.678,3.566,,,,,,,,,3.282,,3.3,,1.834,2.607,2.597,,2.921,,,,,,,,,4.031,,4.008,,2.518,,,,,,,,,,,12.0,27.0,37.0,69.0,,,,,,,155.0,,,,,,33.0,34.0,,67.0,82.0,,,,132.0,,,,,,,,Warn,Good,Prob,,,,,,,,,,,,,,Public
2994205,Fall 2022,Campus,F,Full-time,,21.0,22.0,25.0,,3.19,216,M,,United States,1.0,70037,,251705.0,U,1,0,,0,N,,,,1.0,,GBUS,UCFY,BADM,Y,Y,,,,,,,,,,,,,,,2.3,2.2,3.26,,,3.628,3.54,,,,,,,,,,2.325,3.333,,3.449,3.605,4.104,,,,,,,,,,,1.392,2.2,3.023,4.11,3.038,2.793,,3.924,,,,,,,,,13.0,24.0,38.0,,81.0,,,110.0,,,,,,,,,12.0,92.0,45.0,54.0,116.0,,,,,,,,,,,,Good,Prob,Prob,Good,,,,Prob,,,,,,,,,
8378439,Fall 2012,Campus,F,Full-time,4.0,17.0,25.0,24.0,3.54,3.94,331,F,,United States,1.0,70726,0.0,212962.0,N,0,1,,0,N,1.0,1.0,1.0,,,KIN,UCFY,HSE,Y,Y,,,,,,,,,,,,,,,2.2,2.6,,3.538,3.85,,3.521,,,,,,,,,,2.491,2.372,4.013,3.376,,,,3.839,,,,,,,,,2.8,2.276,,,,,2.322,,3.452,,,,,,,,12.0,28.0,47.0,50.0,,95.0,,96.0,,,,,,,,,42.0,21.0,56.0,50.0,68.0,,106.0,,,117.0,,,,,,,Warn,Good,Good,,Good,Good,,,,,,,,,,,Public
1766254,Fall 2022,Campus,F,Full-time,4.0,26.0,24.0,,2.76,3.48,249,F,,United States,1.0,70817,32843.0,870910.0,U,0,0,,0,N,,1.0,1.0,,,UNAH,UCFY,UCFY,Y,Y,,,,,,,,,,,,,,,1.925,3.0,2.65,,3.55,4.3,,,,,,,,,,,3.25,2.814,3.086,2.44,2.427,3.379,,,,,,,,,,,3.132,3.355,,3.81,2.658,3.812,2.736,3.471,,,,,,,,,56.0,33.0,,60.0,,,113.0,,,,,,,,,,18.0,33.0,,38.0,,96.0,,,,,,,,,,,Good,Good,Good,,,Good,Good,,,,,,,,,,Public
5118831,Fall 2018,Campus,F,Full-time,4.0,28.0,25.0,,2.98,3.97,223,F,,United States,,70808,6295.0,,Y,0,0,,0,N,,1.0,,,,PMCOM,UCAC,UCAC,Y,,,,,Y,,,,,,,,,,,3.25,3.5,1.88,,,,,,,,,,,,,,3.2,3.0,2.869,4.081,2.704,,2.522,,,,,,,,,,4.0,2.94,2.581,3.157,3.209,,2.939,2.908,2.939,,,,,,,,,,,,81.0,111.0,97.0,75.0,,,,,,,,,16.0,37.0,100.0,,98.0,122.0,113.0,,,,,,,,,,Good,Good,,Good,Good,,,Good,,,,,,,,,Independent
7826521,Fall 2012,Campus,F,Full-time,5.0,27.0,25.0,29.0,3.61,3.43,216,M,,United States,1.0,70774,40414.0,259000.0,N,1,1,,0,N,,,1.0,,,CES,SCE,SCE,N,Y,,,,,,Y,,,,,,,,,,,,,3.828,3.371,,3.106,,,,,,,,,2.25,3.507,3.745,3.338,2.478,,3.405,3.772,,,,,,,,,,2.44,2.302,3.431,3.157,,2.693,,,,,,,,,,17.0,,,60.0,74.0,,109.0,,,,,,,,,,28.0,30.0,68.0,92.0,,,92.0,146.0,,,,,,,,,,Good,Good,Prob,,Good,Good,Good,,Good,,,,,,,Religious
998232,Fall 2020,Campus,F,Full-time,4.0,21.0,,27.0,4.0,3.97,221,M,,United States,1.0,70726,15952.0,274589.0,Y,0,1,,0,N,,1.0,,,,EE,UCFY,ENGR,N,Y,,Y,,,,,,,,,,,,,2.5,3.764,3.076,2.65,3.32,,2.233,,,,,,,,,,3.5,3.93,3.462,4.0,2.971,3.755,,3.815,,,,,,,,,1.8,3.246,4.24,2.694,,,,,,,,,,,,,12.0,107.0,50.0,107.0,,135.0,,98.0,,,,,,,,,21.0,57.0,90.0,,132.0,,137.0,,,140.0,,,,,,,Good,Good,Good,Good,Good,,Good,Good,,,,,,,,,Public
2746645,Fall 2018,Campus,F,Full-time,,,28.0,28.0,3.12,3.94,226,M,,United States,1.0,70345,0.0,,U,0,0,,1,N,,,,,,PART,ADSN,ADSN,Y,,,,,,,,,,,,,,,,3.046,2.214,,3.0,,4.15,2.747,3.233,,3.133,,,,,,,3.68,3.117,2.773,,,,,,3.068,,,,,,,,3.78,2.822,3.418,2.794,2.586,3.726,2.593,2.784,,,,,,,,,14.0,50.0,36.0,,103.0,80.0,117.0,,,,,,,,,,15.0,45.0,44.0,59.0,,92.0,,,,115.0,,,,,,,Good,Good,Good,Prob,Good,Good,Good,,,,,,,,,,Public
3036911,Fall 2023,Campus,T,Full-time,,26.0,18.0,23.0,3.72,3.87,217,M,,United States,1.0,70131,1050.0,,Y,0,1,,0,N,,1.0,,,,POLI,UCFY,HSS,N,Y,,,,,,,,,,,,,,,2.675,3.369,2.773,3.666,3.2,,3.0,,,,,,,,,,2.937,3.286,4.161,3.754,,,3.489,,,2.066,,,,,,,2.187,3.223,,3.221,3.519,,,,,,,,,,,,12.0,27.0,,60.0,,,108.0,,,,,,,,,,26.0,24.0,63.0,68.0,108.0,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,Public
9222234,Fall 2021,Campus,F,Full-time,,24.0,29.0,28.0,3.92,3.07,225,F,,United States,,70435,0.0,0.0,U,1,1,,0,N,,1.0,,,,PSYCS,UCFY,HSS,N,,Y,,,,,,,,,,,,,,2.556,3.0,,2.237,,2.0,,,,,,,,,,,1.133,1.666,3.0,3.535,,3.161,,,,,,,,,,,0.0,3.797,,,3.084,,,,,,,,,,,,18.0,87.0,46.0,74.0,91.0,81.0,,126.0,,,,,,,,,18.0,31.0,31.0,65.0,,132.0,,168.0,,,,,,,,,Good,Good,Good,Good,,Good,,Good,,,,,,,,,Public
840750,Fall 2019,Campus,F,Full-time,,,33.0,,3.04,3.13,227,F,,United States,1.0,70726,35784.0,51749.0,N,0,1,,0,N,1.0,,1.0,,,KIN,UCFY,HSE,Y,,,,,,,,,,,,,,,,3.2,3.533,3.65,2.6,,,3.018,,,,,,,,,,3.571,1.076,3.057,,3.526,,,,,,,,,,,,2.492,3.4,,2.041,,,,3.395,,,,,,,,,12.0,30.0,60.0,,,,93.0,,,,,,,,,,14.0,30.0,45.0,42.0,,109.0,115.0,,,,,,,,,,Good,Good,Good,,,,,,,,,,,,,,Public
4683613,Fall 2014,Campus,T,Full-time,4.0,17.0,36.0,28.0,3.96,3.68,229,M,,United States,1.0,71202,,18741.0,Y,0,1,,0,N,,,,1.0,,GBUS,UCFY,BADM,Y,,,,,,,,,,,,,,,,3.52,2.692,1.978,2.571,,,4.15,3.0,,,,,,,,,2.46,3.38,2.473,,2.871,2.811,,3.637,3.359,,,,,,,,3.4,2.409,3.685,,2.472,2.44,,1.839,,,,,,,,,24.0,30.0,62.0,58.0,,90.0,,,,,,,,,,,14.0,36.0,67.0,79.0,99.0,,103.0,140.0,125.0,,,,,,,,Good,Good,Good,,,,,,,,,,,,,,Public
5375363,Fall 2016,Campus,F,Full-time,4.0,,,,2.65,,222,M,,United States,1.0,70605,,255706.0,N,0,0,,1,N,,1.0,1.0,,1.0,BIOL,UCFY,SCI,Y,Y,,,,,,,,,,,,,,,3.766,2.2,4.046,,,3.26,4.06,4.161,,,,,,,,,2.846,3.583,2.936,2.206,2.525,2.473,3.137,,,,,,,,,,4.259,3.948,3.1,,3.437,,3.198,,,,,,,,,,9.0,41.0,,69.0,,96.0,,,,,,,,,,,22.0,53.0,48.0,69.0,88.0,99.0,,139.0,,,,,,,,,Good,Good,Good,Good,Good,,Good,,,,,,,,,,Public
8965607,Fall 2021,Campus,F,Full-time,,26.0,22.0,27.0,3.73,3.28,218,F,,United States,1.0,70005,,23133.0,N,0,0,,0,N,,,,,1.0,POLI,UCFY,HSS,Y,,,,,Y,,,,,,,,,,,2.8,3.7,2.352,3.157,2.981,4.0,,2.9,,,,,,,,,2.0,3.5,2.218,3.636,3.691,3.673,,,,,,,,,,,2.793,2.337,,2.545,,2.405,,,,2.827,,,,,,,15.0,34.0,42.0,51.0,75.0,,,150.0,,,,,,,,,14.0,43.0,75.0,,118.0,104.0,,122.0,,,,,,,,,Good,Good,Good,Good,Good,,Good,Good,,,,,,,,,Public
4489323,Fall 2023,Campus,F,Full-time,,27.0,23.0,21.0,3.03,3.79,230,F,,United States,,32065,0.0,144503.0,N,0,0,,1,N,,1.0,,,,PETE,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,0.538,2.933,2.694,3.461,2.933,3.0,1.175,,,,,,,,,,2.933,1.421,3.058,,3.025,,,,,,,,2.329,,,,2.809,2.581,2.886,3.108,3.913,3.762,2.811,3.372,2.736,3.359,,,,,,,37.0,43.0,,,77.0,,,114.0,,,,,,,,,12.0,25.0,58.0,65.0,76.0,105.0,,,,,,,,,,,Good,Prob,Good,,,Good,Good,,,,,,,,,,Public
9444993,Fall 2021,Campus,F,Full-time,,29.0,20.0,21.0,2.35,,364,F,,United States,1.0,70471,71559.0,168879.0,N,0,1,,0,N,,,1.0,,,UNSS,UCFY,UCFY,N,Y,,,,,,,,,,,,,,,2.88,2.5,3.384,,3.838,1.238,,,,,,,,,,,,0.771,,,3.867,,,3.47,,,,,,,,,,,,3.225,2.625,,,2.661,,,,,,,,,12.0,24.0,100.0,58.0,53.0,,,104.0,,,,,,,,,85.0,,51.0,83.0,74.0,90.0,111.0,,,,,,,,,,Good,Good,,Good,,Good,,,,,,,,,,,Public
8271510,Fall 2015,Campus,F,Full-time,4.0,21.0,27.0,33.0,3.56,3.74,221,M,,United States,,33138,4979.0,,Y,0,1,,0,N,,,1.0,,,FIN,UCFY,BADM,Y,Y,Y,,Y,,,,,,,,,,,,1.9,2.65,3.72,3.78,4.085,2.75,,,,,,,,,,,2.75,2.4,2.0,,,2.948,,3.207,,,,,,,,,3.311,2.773,3.589,2.6,2.732,,,,,,2.579,,,,,,25.0,42.0,46.0,,87.0,96.0,105.0,,,,,,,,,,30.0,21.0,42.0,82.0,,112.0,,151.0,,,,,,,,,Good,Good,Good,Good,,Good,Good,,Good,,,,,,,,Public
8049155,Fall 2016,Campus,F,Full-time,5.0,26.0,30.0,,3.18,3.26,221,M,,United States,,70461,4030.0,53360.0,N,0,0,,0,N,,,,,,KIN,UCFY,HSE,N,Y,,,,,,,,,,,,,,,1.34,3.075,4.033,3.785,,2.74,,3.65,,,,,,,,,3.58,3.24,3.7,,,3.28,3.867,2.6,,,,,,,,,3.59,2.88,,2.807,3.92,,4.022,,3.36,,,,,,,,21.0,,61.0,70.0,,99.0,106.0,112.0,,,,,,,,,26.0,32.0,68.0,,,112.0,,,,,,149.0,,,,,Warn,Good,,,,Good,Good,,,,,,,,,,Public
5061606,Fall 2012,Campus,F,Full-time,,20.0,22.0,25.0,3.17,3.07,219,M,,United States,1.0,70526,9155.0,,N,1,1,,0,N,,,1.0,,,KIN,UCFY,HSE,,Y,Y,,,,,,,,,,,,,,3.675,2.325,1.666,,,,3.307,2.1,,,,,,,,,0.692,2.5,2.619,2.677,2.695,2.12,,3.717,,,,,,,,,2.772,3.422,3.404,2.944,2.127,,2.855,3.7,,,,,,,,,18.0,30.0,,56.0,,124.0,111.0,,,,,,,,,,14.0,19.0,,,81.0,138.0,116.0,,,,,,,,,,Good,Good,Good,Good,,,,Good,,,,,,,,,Public
2676303,Spring 2014,Campus,F,Full-time,,24.0,22.0,23.0,3.76,3.62,226,M,,United States,1.0,71270,570.0,145538.0,N,0,1,,0,N,,,1.0,,,CFS,UCFY,HSE,Y,Y,,,,,,,,,,,,,,,4.075,2.0,3.0,,3.28,,,,,,,,,,,,3.325,,3.0,4.037,3.452,,,,,,,,,,,,2.74,,3.763,3.057,3.593,,,,,,,,3.095,,,,93.0,25.0,,,75.0,,,,140.0,,,,,,,,27.0,51.0,23.0,70.0,,,,,,,,,,,,,Good,Good,Good,,Good,Good,,,,,,,,,,,Religious
9463231,Fall 2016,Campus,F,Part-time,4.0,28.0,24.0,25.0,3.18,3.17,225,M,,United States,1.0,37215,14183.0,132376.0,N,1,1,,1,N,,1.0,1.0,1.0,,MC,UCFY,MCOM,Y,Y,,,,,,,,,,,,,,,3.756,3.18,2.625,2.8,3.0,0.0,,2.181,,,,2.54,,,,,3.046,1.0,,3.985,2.168,,3.378,,,,,,,,,,2.65,2.774,,,,2.324,,3.974,2.697,,,,,,,,33.0,21.0,40.0,,75.0,,,,140.0,123.0,,,,,,,21.0,57.0,62.0,,78.0,111.0,,,,129.0,,,,,,,Good,,Good,Good,Good,Good,Good,,,,,,,,,,Public
8301102,Spring 2021,Campus,F,Full-time,4.0,28.0,,32.0,3.48,3.77,221,M,,United States,,,27611.0,130590.0,N,0,1,,0,N,,1.0,,,,POLI,UCFY,HSS,N,Y,Y,,,,,,,,,,,,,,3.321,3.625,,2.753,,,3.3,,,,,,,,,,3.075,3.0,,2.822,2.225,,4.035,,,,,,,,,,4.0,1.038,3.4,3.106,3.311,,,,,,,,,,,,15.0,32.0,57.0,67.0,81.0,,100.0,,,,,,,,,,47.0,31.0,,,,,,,,,,,,,,,Good,Prob,Good,Good,Good,,Good,Good,,,,,,,,Good,Public
9970182,Fall 2021,Campus,T,Full-time,,22.0,27.0,27.0,2.96,3.49,225,F,,United States,1.0,70124,46585.0,,Y,0,0,,1,N,,,1.0,,1.0,POLI,HSS,HSS,N,Y,,,Y,,,,,,,,,,,,3.058,3.25,3.25,2.22,3.773,,3.375,,,,,,,,,,2.769,,3.306,3.134,1.507,3.223,,3.076,2.708,,,,,,,,4.3,2.581,3.93,,3.223,,,3.286,3.239,,,,,,,,21.0,86.0,45.0,58.0,,,120.0,,,,,,,,,,29.0,40.0,,,74.0,84.0,111.0,,,,,,,,,,Good,Good,,,Good,Good,Good,,Good,,,,,,,,Public
3219815,Fall 2020,Campus,T,Full-time,4.0,30.0,26.0,25.0,3.54,2.27,222,M,,United States,1.0,71461,29370.0,118971.0,N,1,0,,1,N,,1.0,1.0,,,KIN,UCFY,HSE,Y,Y,,,,,,,,,,,,,,,4.3,3.747,0.0,,2.88,,,4.15,,,,,,,,,3.25,,2.725,2.358,3.089,3.4,,,,2.994,,,,,,,4.195,3.422,2.607,3.28,3.445,2.921,,,,,,,,,,,14.0,33.0,55.0,86.0,74.0,90.0,,,,,,,,,,,67.0,36.0,35.0,56.0,66.0,,,130.0,,,,,,,,,Good,Good,Warn,Good,Good,Good,,Good,,,,,,,,,Public
9500036,Fall 2020,Campus,F,Full-time,,28.0,33.0,22.0,,3.79,320,F,,United States,1.0,70820,43464.0,79594.0,N,0,1,,1,N,,,1.0,,,GBUS,UCFY,BADM,N,Y,Y,,,,,,,,,,,,,,4.0,0.0,2.463,,2.575,,3.52,,,3.85,,,,,,,3.407,3.56,3.154,3.496,3.985,,3.457,,,,,,,,,,2.707,3.533,3.882,2.457,3.234,,,,,,,,,,,,19.0,56.0,,58.0,,,,,154.0,159.0,,140.0,,,,,14.0,37.0,47.0,60.0,92.0,,,,,,,,,,,131.0,Good,Good,Good,,Good,Good,,,,,,,,,,,Public
2402212,Fall 2021,Campus,F,Full-time,4.0,18.0,35.0,30.0,3.29,3.85,225,M,,United States,1.0,70592,40026.0,35351.0,Y,0,1,,0,N,,,,,,ENGRU,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,3.141,2.85,3.643,3.48,2.925,,3.19,2.94,,1.52,,,,,,,2.85,2.262,2.241,2.068,3.134,,,3.57,,,,,,,,,4.0,2.779,,,3.419,3.995,3.297,,,,,,,,,,14.0,,49.0,66.0,114.0,102.0,106.0,107.0,,,,,,,,,42.0,43.0,60.0,91.0,98.0,,,,,,,,,,,,Good,Good,Good,,Good,Good,,,,Good,,,,,,,Public
8841461,Fall 2014,Campus,F,Full-time,,30.0,28.0,28.0,,,219,F,,United States,1.0,70769,82453.0,120169.0,N,0,0,,0,N,,,1.0,,,PETE,UCFY,ENGR,Y,,,,,,,,,,,,,,,,2.4,3.75,3.92,1.6,,1.75,,2.94,,,,,,,,,3.333,2.468,,2.013,2.967,2.847,2.456,,,,,,,,,,3.16,3.69,3.071,3.441,,,3.27,2.847,,,,,,,,,26.0,28.0,,,79.0,112.0,101.0,,133.0,,,,,,,,18.0,35.0,35.0,76.0,79.0,93.0,90.0,,,,,,,,,112.0,Good,Good,Good,,Prob,,,Good,,,,,,,,,Religious
3959475,Fall 2012,Campus,F,Full-time,,21.0,25.0,26.0,2.98,3.22,248,M,,United States,1.0,70767,3302.0,73136.0,N,0,1,,0,N,,,1.0,,,EEC,UCFY,ENGR,N,Y,,,,,,,,,,,,,,,3.8,,3.86,3.78,1.692,0.493,,3.8,,,,,,,,,1.7,,2.942,2.368,,,,3.73,1.856,,,,,,,,3.513,3.0,3.986,,2.84,3.128,2.557,,,,,,,,,,,28.0,51.0,61.0,76.0,81.0,116.0,112.0,,,,,,,,,15.0,30.0,,,69.0,,110.0,119.0,,,,,,,,,Good,Good,Good,Good,,,,Good,,,,,,,,,Public
3242853,Fall 2019,Campus,F,Full-time,,25.0,24.0,27.0,3.2,3.35,257,F,,United States,,79938,12999.0,229731.0,N,0,0,,0,N,,1.0,1.0,,,PARCH,ADSN,ADSN,N,Y,,,,,,,,,,,,,,,1.142,3.2,2.9,,3.2,3.323,,3.456,3.8,,,,,,,,2.56,2.925,0.936,,3.337,2.883,,2.025,,,,,,,,,3.875,1.08,3.572,,2.775,,3.293,3.957,3.269,2.265,,,,,,,16.0,27.0,,,,84.0,105.0,,,,,,,,,,26.0,25.0,,,,,143.0,122.0,,,,,,,,,Good,Good,,Good,Good,,,Good,,,,,,,,,Public
7173168,Fall 2014,Campus,F,Full-time,,26.0,16.0,23.0,2.93,3.87,243,M,,United States,1.0,70791,,,N,1,0,,1,N,1.0,1.0,,,,GBUS,UCFY,BADM,Y,,,,,,,,,,,Y,,,,,,1.692,2.428,,3.425,2.846,2.246,,,,,,,,,,2.86,2.25,3.302,3.163,2.68,,3.831,,,,,,,,,,2.829,4.0,,2.141,,,3.006,3.092,,,,,,,,,30.0,21.0,65.0,61.0,,,135.0,,127.0,,,,,,,,15.0,41.0,46.0,129.0,,87.0,151.0,,,,,,,,,,Warn,Good,Good,Good,Good,,Good,,,,,,,,,,Public
7147044,Fall 2020,Campus,F,Full-time,5.0,,31.0,23.0,3.53,3.48,307,M,,United States,1.0,71016,31941.0,248000.0,Y,0,1,,0,N,,1.0,1.0,,,ACCT,UCFY,BADM,N,Y,,,,Y,Y,,,,,,,,,,3.287,4.0,,0.093,,,,,,,,,,,,,2.62,2.37,3.857,3.578,3.941,,,1.845,,,,,,,,,1.442,3.922,3.78,2.228,3.711,,,2.799,,,,,,,,,14.0,33.0,,,119.0,96.0,101.0,,,,,,,,,,9.0,25.0,47.0,,85.0,,125.0,,,,,,,,,,Good,Warn,Good,Good,,Good,,,,,,,,,,,Religious
2850921,Fall 2014,Campus,T,Full-time,,22.0,15.0,31.0,3.73,3.4,221,F,,United States,1.0,70301,21670.0,71627.0,N,0,1,,0,N,1.0,,,,,PETE,UCFY,ENGR,,,,Y,Y,,,Y,,,,,,,,,4.281,2.88,3.5,,,,,3.894,,,,,,,,,3.576,,2.304,,2.671,,2.695,,,,,,,,,,3.6,2.64,,3.897,2.798,3.428,2.572,,,,,,,,,,50.0,30.0,45.0,62.0,70.0,,96.0,,,,133.0,,,,,,15.0,56.0,68.0,92.0,65.0,,111.0,,,,,,,,,,Good,Warn,Good,Prob,,,,,,,,,,,,,Public
7390065,Fall 2018,Campus,F,Full-time,4.0,18.0,24.0,24.0,3.25,2.79,222,F,,United States,1.0,70817,0.0,522510.0,N,0,1,,0,N,,,1.0,,,ANMLS,AGRI,AGRI,N,,,,,,,,,,,,,,,,3.4,2.983,,,0.07,3.416,3.54,,,,,,,,,,2.666,2.771,3.434,3.116,,2.836,,,,,,,,,,,2.466,2.466,2.638,2.903,3.157,4.108,2.427,,2.23,,,,,,,,33.0,48.0,,60.0,75.0,116.0,103.0,,128.0,,,,,,,,14.0,50.0,48.0,,,78.0,109.0,,,,,,,,,,Good,Good,Good,Good,Good,,,Good,,,,,,,,,Public
8879816,Fall 2023,Campus,T,Full-time,,24.0,31.0,24.0,2.94,3.92,217,M,,United States,1.0,70808,533348.0,161776.0,N,0,1,,0,N,1.0,1.0,1.0,,,CHEM,SCI,SCI,Y,Y,,Y,,,,,,,,,,,,,2.92,3.123,3.838,2.214,4.0,4.0,3.68,,,,,,,,,,2.5,3.312,2.384,,,,,,1.47,,,,,,,,3.5,2.666,,,2.575,,,3.59,,,,,,,,,,79.0,45.0,50.0,84.0,96.0,108.0,,,,,,,,,,65.0,,30.0,59.0,77.0,83.0,,91.0,,,,,,,,,Good,Good,,,,,,,,,,,,,,,Public
5598107,Fall 2014,Campus,T,Full-time,3.0,,32.0,22.0,3.48,3.74,220,F,,United States,1.0,70810,4979.0,,N,1,1,,0,N,1.0,,,,1.0,CSC,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,3.275,3.066,2.5,3.369,3.037,,,3.26,,,,,,,,,3.2,2.0,2.36,3.474,3.602,,2.616,,,,,,,,,,,4.243,3.685,2.82,3.148,3.456,,2.554,,,,,,,,,13.0,,46.0,,90.0,,,117.0,,,,,,,,,18.0,38.0,59.0,68.0,69.0,,108.0,,,,,,,,,,Prob,Good,Good,Good,,,Good,,,,,,,,,,Charter
4305650,Fall 2022,Campus,F,Full-time,,17.0,31.0,,3.98,3.64,226,M,,United States,1.0,71104,,91630.0,Y,0,1,,1,N,,1.0,,,,EVEG,UCFY,ENGR,Y,Y,Y,,Y,,,,,,,,,,,,3.676,2.4,3.675,2.562,,3.06,3.39,,,,,2.254,,,,,2.4,3.25,,3.238,2.144,,,2.601,2.629,,,,,,,,4.192,3.686,3.382,4.036,,3.293,,,,,,,,,,,15.0,26.0,,176.0,63.0,87.0,91.0,137.0,,,,,,,,,23.0,,60.0,,113.0,,101.0,142.0,,,,,,,136.0,,Good,,,Good,,,Good,,,,,,,,,,Public
8145390,Fall 2020,Campus,F,Full-time,8.0,27.0,30.0,15.0,3.85,3.88,226,F,,United States,1.0,70124,0.0,186053.0,N,0,0,,0,N,,,,,,BIOL,UCFY,SCI,N,Y,,,,,,,,,,,,,,,2.0,2.875,3.369,3.243,4.021,2.476,,,,,,,,,,,2.917,2.566,3.131,,3.576,,,,,,,,,,,,3.8,2.761,2.942,,2.859,2.924,3.838,,,,,,,,,,24.0,24.0,55.0,66.0,73.0,106.0,108.0,,,90.0,,,,,,,29.0,71.0,66.0,57.0,,,108.0,,,128.0,,,,,,,Warn,Good,Good,Good,Good,Good,Good,,,,,,,,,,Public
